name,display_name,user_id,bio,followers_count,following_count,acct_created,location
RepBillFoster,Bill Foster,1080509366,Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois,41424,1970,2013-01-11 18:17:11,"Naperville, IL "
RepBera,"Ami Bera, M.D.",950783972,"Proudly representing Sacramento County, California in the U.S. House of Representatives",26515,186,2012-11-16 01:39:54,"Elk Grove, California"
SenMarkey,Ed Markey,21406834,"Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8",96171,1351,2009-02-20 15:49:29,MA
RepGaramendi,John Garamendi,88806753,"Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",22995,9062,2009-11-10 00:31:12,"Walnut Grove, CA"
TheDemocrats,The Democrats,14377605,This is the official Twitter account of the Democratic Party. Follow us to get the latest info on Democratic news and issues.,1401095,1188,2008-04-13 20:23:13,"Washington, D.C."
jontester,Jon Tester,16473577,"Senate campaign of Jon Tester - dirt farmer & Montana Senator from Big Sandy - RTs, Replies & Follows ≠ Endorsement",21766,3271,2008-09-26 19:59:20,"Big Sandy, Montana"
repbenraylujan,Ben Ray Lujan,19318314,"Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.",16441,651,2009-01-22 01:00:32,
Jezebel,Jezebel,8192222,All the news you need. Without airbrushing.,315808,30,2007-08-14 22:57:34,
RepRobinKelly,Robin Kelly,1339931490,"Official Twitter account for Robin Kelly, U.S. Representative #IL02.",20575,7636,2013-04-09 19:02:01,
RightWingWatch,Right Wing Watch,17376893,A project of People For the American Way that monitors and exposes the activities of Radical Right political organizations.,61961,386,2008-11-14 00:48:13,"Washington, DC"
RepJimmyGomez,Rep. Jimmy Gomez,2371339658,Official Account for Office of Rep. Jimmy Gomez (CA34-Los Angeles). Tweets from Jimmy signed -JG. Find us on FB: https://t.co/1pRH7kHn00,3612,1778,2014-03-04 03:56:14,"Los Angeles, CA"
RepJohnConyers,"John Conyers, Jr.",138770045,Representing Michigan's 13th Congressional District. | Korean War Vet | I stand for #JobsJusticePeace ✌🏽. | RM of @HouseJudDems | RTs ≠ Endorsements | #MI13,44107,841,2010-04-30 14:49:06,Detroit/Washington D.C.
Shareblue,Shareblue Media,2467720274,We tell real-world stories to give voice to the heroes fighting for American values. Join us at https://t.co/TkuI5bXALB,64766,1247,2014-04-28 13:02:28,
SenatorBoxer,Sen. Barbara Boxer,15442036,U.S. Senator Barbara Boxer of California.,131494,155,2008-07-15 16:02:13,"Washington, D.C."
SenBobCasey,Senator Bob Casey,171598736,Official twitter profile for U.S. Senator Bob Casey.,384755,545,2010-07-27 18:38:20,"Scranton, PA"
RepMaloney,Carolyn  B. Maloney,258900199,"New York's 12th Congressional District - Manhattan, Brooklyn & Queens",24385,3324,2011-02-28 19:06:50,New York City
ClaraJeffery,Clara Jeffery,43412697,Editor-in-Chief of Mother Jones. Mom. One very tired lady.,87405,1748,2009-05-29 21:22:46,"ÜT: 37.770364,-122.410351"
SenatorDurbin,Senator Dick Durbin,247334603,Serving the people of Illinois. Democratic Whip.,462583,2435,2011-02-04 15:50:42,
RepAdams,Alma S. Adams,2916086925,Congresswoman. Educator. Artist.,9082,1122,2014-12-11 19:54:07,
repjimcooper,Jim Cooper,22523087,Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.,20251,605,2009-03-02 14:25:32,"Nashville, Tennessee"
nowthisnews,NowThis,701725963,Stories that move.,1641591,12541,2012-07-17 20:31:08,The Internet & NYC
SenWarren,Elizabeth Warren,970207298,Official twitter account of Senator Elizabeth Warren of Massachusetts.,3933762,259,2012-11-25 15:14:27,
RepJoshG,Rep Josh Gottheimer,815310506596691968,"Honored to serve the people of New Jersey's 5th District. Working across the aisle to solve problems, lower taxes, and fight for Jersey values.",3621,50,2016-12-31 21:35:47,
RepVeasey,Rep. Marc Veasey,1074129612,"Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW",14744,2861,2013-01-09 15:49:27,"Dallas-Fort Worth, Texas"
mic,Mic,139909832,,188733,1120,2010-05-04 01:19:41,NYC
SenatorMenendez,Senator Bob Menendez,18695134,Proudly serving the State of New Jersey in the United States Senate.,143102,872,2009-01-06 21:01:12,
tammybaldwin,Tammy Baldwin,87510313,Campaign account for Senator Tammy Baldwin. Tweets by staff. Tweets from Tammy signed — TB.,37925,4724,2009-11-04 19:20:25,Wisconsin
SenatorCantwell,Sen. Maria Cantwell,117501995,U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook:https://t.co/qLmMk10nJI RT≠endorsement,211808,1518,2010-02-25 19:21:52,"Washington, DC"
RepLoisFrankel,Rep. Lois Frankel,1077121945,Representative from Florida's 21st Congressional District. Chair of @HouseDemWomen.,19101,1486,2013-01-10 16:58:38,
RepRoybalAllard,Rep. Lucille Roybal-Allard,479872233,Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.,19797,2186,2012-01-31 21:30:43,
RepJackyRosen,Rep. Jacky Rosen,818554054309715969,Congresswoman representing Nevada's 3rd District. #ProblemSolver. Computer programmer. Former synagogue president. #NV03,5452,181,2017-01-09 20:24:29,"Las Vegas, NV"
RepCummings,Elijah E. Cummings,787373558,"U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.",169853,1607,2012-08-28 16:37:01,"Baltimore, MD"
SenBrianSchatz,Senator Brian Schatz,1262099252,"Tweets from the Office of U.S. Senator Brian Schatz, representing the great state of Hawaii.",28647,1409,2013-03-12 14:23:20,
politico,POLITICO,9300262,Nobody knows politics like POLITICO.  Sign up for the only politics newsletter you need in the link below.,3520203,1348,2007-10-08 00:29:38,"Washington, D.C."
RepLindaSanchez,Linda T. Sánchez,312134473,I work for CA-38. Vice Chair @HouseDemocrats. Fmr. @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan.,27424,1824,2011-06-06 16:50:45,"Norwalk, CA & Washington, D.C."
Slate,Slate,15164565,"Politics, culture, technology, business, news, and commentary. Procrastinate better.",1791315,612,2008-06-19 01:08:29,
clairecmc,Claire McCaskill,16160352,,411427,23,2008-09-06 20:20:45,Missouri/ Washington DC
BillPascrell,"Bill Pascrell, Jr.",74508260,"Representing the 9th District of New Jersey in the House of Representatives. Member, Ways & Means Committee. Ranking Democrat, Ways & Means Trade Subcommittee.",31588,0,2009-09-15 17:54:32,"Paterson, NJ"
JillFilipovic,Jill Filipovic,16378093,"Writer. Lawyer. Author of the The H-Spot: The Feminist Pursuit of Happiness. I'm not ignoring you, I just rarely read my mentions.",72976,4594,2008-09-20 14:36:18,East Africa | Brooklyn
jbouie,Jamelle Bouie,14190948,@Slate Chief Political Correspondent. @CBSNews Analyst. jamelle.bouie@slate.com. 📷: https://t.co/pqN0ikIz0A I sell prints: https://t.co/2VQRucTSfC,202280,843,2008-03-21 12:46:26,"Charlottesville, VA"
RepMikeCapuano,Rep. Michael Capuano,747806211983179776,Representing MA's 7th District in the U.S. House of Representatives; former Mayor of Somerville. https://t.co/W9wgyLij84,7861,134,2016-06-28 14:57:49,"Somerville, MA"
CameronCRussell,Cameron Russell,19743953,,31238,5409,2009-01-30 00:03:52,
RepCohen,Steve Cohen,162069635,"Congress TN9.Memphis.Judiciary&Transportation;civil rights/liberties/cr.jstc reform,women&minority issues/animal welfare/med research;Father,TN Educ Lottery.Dem",40647,554,2010-07-02 15:10:21,"Memphis, TN and Washington, DC"
OFA,OFA,15667802,This account is the official destination for news and updates from Organizing for Action.,342345,130,2008-07-30 23:22:24,
kdrum,Kevin Drum,18276341,Political blogger and writer for Mother Jones magazine.,58865,216,2008-12-21 01:12:16,"Irvine, CA"
MHarrisPerry,Melissa Harris-Perry,18587457,"Cohost @TapFreedom, @WakeForest Prof, Director @AJCCenter, & @WakeTheVote, #BlackOnCampus with @TheNation,",701521,1095,2009-01-03 21:28:51,"Winston-Salem, NC, NYC"
RepGwenMoore,Rep. Gwen Moore,22669526,"Honored to represent Wisconsin’s 4th Congressional District. Proud mother, grandmother & great-grandmother. Loves poetry reading, knitting & crocheting.",29823,2454,2009-03-03 20:02:57,"Washington, DC"
Upworthy,Upworthy,524396430,Upworthy is on a mission to tell stories that bring people together — because we’re all part of the same story. See something #upworthy?,536773,1994,2012-03-14 14:20:33,The Internet
elizabethforma,Elizabeth Warren,357606935,United States Senator from Massachusetts.,1913785,301,2011-08-18 16:43:48,Massachusetts
joncoopertweets,Jon Cooper,27493883,"Chairman of The Democratic Coalition @TheDemCoalition; formerly National Finance Chair of Draft Biden, LI Campaign Chair for President Obama #TrumpLeaks #Resist",95326,13211,2009-03-29 20:12:52,New York
davidaxelrod,David Axelrod,244655353,"Director, UChicago Institute of Politics. Senior Political Commentator @CNN. Author, Believer: My Forty Years in Politics. Views expressed here are my own.",986605,561,2011-01-29 20:34:55,
RepLloydDoggett,Lloyd Doggett,153944899,Representing communities from San Antonio to Austin.,28546,375,2010-06-09 23:53:50,Texas
brianbeutler,Brian Beutler,21696279,"@crookedmedia, https://t.co/dZmbRJOcgu Editor in Chief. Politics. Podcasts.   Crocs are good now.",93222,786,2009-02-23 21:31:16,"Washington, DC"
RepBrianHiggins,Brian Higgins,33576489,Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW,22181,3274,2009-04-20 16:47:06,"WNY and Washington, DC"
Peters4Michigan,Gary Peters,145292853,"Proud husband and father of three, five generations in MI, 20+ years in business, 10+ years in the U.S. Navy Reserve, fighter for the middle class",8860,827,2010-05-18 16:10:02,"Oakland County, MI"
BillClinton,Bill Clinton,1330457336,"Founder, Clinton Foundation and 42nd President of the United States. Follow @clintonfdn for more on my work around the world.",9527588,33,2013-04-06 01:47:40,"New York, NY"
RepJeffries,Hakeem Jeffries,467823431,"Member of Congress, House Democratic Leadership, Judiciary and Budget Committee. Proudly Represent Brooklyn & Queens in the 8th Congressional District.",41695,1076,2012-01-18 21:54:44,
RepCharlieCrist,Rep. Charlie Crist,816030424778543104,Representing Florida's 13th Congressional District in the U.S. House of Representatives.,4526,214,2017-01-02 21:16:29,"St Petersburg, FL"
RepJohnDelaney,Rep. John Delaney,937723303,"Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.",17638,1469,2012-11-09 20:40:22,Maryland's Sixth District
SenatorLeahy,Sen. Patrick Leahy,242836537,,140255,2280,2011-01-25 18:20:07,"Washington, DC"
RepMarciaFudge,Rep. Marcia L. Fudge,153486399,"I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.",29942,6325,2010-06-08 17:54:06,"Cleveland / Akron, OH"
RepRichardNeal,Rep. Richard Neal,442824717,"Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",13661,29,2011-12-21 14:18:30,
Salon,Salon,16955991,"The original online source for news, politics, and entertainment – since 1995. Sign up for the “SalonTV Rewind” today by clicking the link in our profile!",1006543,6026,2008-10-24 20:13:31,
RepScottPeters,Rep. Scott Peters,1135486501,"Serving #CA52. @EnergyCommerce, @VetAffairsDems, & @HouseNewDems. Country over Party / Truth & Rule of Law / Opportunity / Strength Abroad / Respect & Kindness",20860,909,2013-01-30 23:28:14,"San Diego, Poway, Coronado"
lovebscott,B. Scott,14521926,the official twitter for https://t.co/3nt6d6jM9p your trusted source for celebrity gossip and entertainment news.,710683,534,2008-04-25 03:29:42,"Los Angeles, CA"
repsandylevin,Sandy Levin,25781141,I represent Michigan’s 9th Congressional District and am the Ranking Member of the House Ways and Means Subcommittee on Health.,26334,17806,2009-03-22 04:32:56,
RepJohnYarmuth,Rep. John Yarmuth,384913290,"Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.",27049,381,2011-10-04 15:07:38,"Louisville, KY"
WhipHoyer,Steny Hoyer,22012091,"The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",100728,4048,2009-02-26 14:13:01,"Washington, DC"
RepJerryNadler,(((Rep. Nadler))),40302336,Representing parts of Manhattan and Brooklyn. I serve as Ranking Member of @HouseJudDems + on @TransportDems. Follow me at http://t.co/eAS0pRYbYu,47777,1755,2009-05-15 18:37:39,"New York, NY"
RepDonBeyer,Rep. Don Beyer,2962868158,"Representing Virginia's 8th District in Congress: Arlington, Alexandria, Falls Church, Fairfax. Vice-Ranking @SciCmteDems. Co-Chair @CaucusOnClimate. #EqualPay",52702,2968,2015-01-05 22:09:04,Northern Virginia & DC
Call_Me_Dutch,Dutch Ruppersberger,305620929,"U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",13111,1846,2011-05-26 14:39:08,"Washington, DC"
RepOHalleran,Rep. Tom O'Halleran,808416682972770304,"Husband, father, and grandfather. Proud to represent Arizona's First Congressional District. Member of Agriculture and Armed Services Committees. #AZ01",6393,85,2016-12-12 21:02:11,Arizona
RepAdamSchiff,Adam Schiff,29501253,Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.,572444,775,2009-04-07 17:54:35,"Burbank, CA"
RepPeterDeFazio,Rep Peter DeFazio,252249233,Representing the 4th Congressional District in Oregon,23539,741,2011-02-14 20:20:20,
